3 683
4 423
2 350
2 207
2 789
7 700
4 478
9 471
3 438
3 820
2 143
3 253
5 500
4 969
4 431
4 979
2 967
4 878
2 969
5 659
4 388
2 226
1 700
2 008
6 231
5 800
8 200
6 200
11 865
5 211
6 624
5 329
4 491
2 923
4 315
9 082
10 135
2 787
1 700
5 843
3 000
1 560
4 530
5 400
1 500
1 740
2 940
1 045
