"X","Miltal","Modellår","Hästkrafter","Län","Biltyp_halvkombi","Biltyp_kombi","Biltyp_sedan","Biltyp_suv","Drivning_2","Drivning_4","Färg_blå","Färg_brun","Färg_grå","Färg_grön","Färg_gul","Färg_ljusgrå","Färg_ljusgrön","Färg_mörkblå","Färg_mörkgrå","Färg_mörkgrön","Färg_orange","Färg_röd","Färg_silver","Färg_svart","Färg_vit","Pris..Y.","Märkell"
177,2787,2021,204,"södermanland",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,274800,"volkswagen_id.3"
178,1700,2023,204,"västra götaland",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,419900,"volkswagen_id.4"
179,5843,2020,207,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,388800,"volkswagen_id.3"
180,3000,2021,204,"södermanland",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,307000,"volkswagen_id.3"
181,1560,2023,207,"västra götaland",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439900,"volkswagen_id.4"
182,4530,2021,204,"stockholm",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,378900,"volkswagen_id.4"
183,5400,2022,300,"norrbotten",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549900,"volkswagen_id.4"
184,1500,2023,300,"södermanland",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,549000,"volkswagen_id.4"
185,1740,2022,300,"södermanland",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,467500,"volkswagen_id.4"
186,2940,2022,300,"uppsala",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,484900,"volkswagen_id.4"
187,1045,2023,304,"västra götaland",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,549900,"volkswagen_id.4"
188,3229,2022,498,"stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,484900,"tesla_3"
189,2723,2021,441,"stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,434900,"tesla_3"
190,10500,2019,423,"skåne",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,549900,"tesla_x"
191,6315,2021,446,"västra götaland",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,438400,"tesla_3"
192,5902,2021,441,"norrbotten",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,448500,"tesla_3"
193,8183,2020,491,"stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365900,"tesla_3"
194,7234,2021,441,"västmanland",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,399800,"tesla_3"
195,5200,2022,498,"kalmar",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459700,"tesla_3"
196,3899,2020,510,"skåne",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,410900,"tesla_3"
197,5620,2021,513,"stockholm",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,428900,"tesla_3"
198,7308,2019,476,"stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344900,"tesla_3"
199,8589,2021,441,"stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,374800,"tesla_3"
200,5321,2021,498,"stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,406900,"tesla_3"
201,11524,2015,423,"västra götaland",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,318900,"tesla_s"
202,17069,2019,762,"västra götaland",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500000,"tesla_s"
203,16454,2015,334,"västra götaland",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,259900,"tesla_s"
204,10823,2016,423,"västra götaland",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,439900,"tesla_s"
205,15949,2016,540,"västra götaland",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,459900,"tesla_x"
206,15288,2015,334,"västra götaland",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,269900,"tesla_s"
207,2933,2020,441,"halland",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,409900,"tesla_3"
208,2499,2021,330,"västra götaland",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,387800,"tesla_3"
209,15024,2015,512,"västra götaland",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375000,"tesla_s"
210,7710,2019,463,"västra götaland",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349900,"tesla_3"
211,5718,2021,513,"skåne",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499900,"tesla_3"
212,8898,2017,423,"skåne",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499900,"tesla_x"
213,13400,2016,320,"skåne",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,319900,"tesla_s"
214,1000,2022,346,"skåne",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,509900,"tesla_y"
215,7995,2020,512,"skåne",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,579900,"tesla_s"
216,9997,2020,441,"skåne",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,349900,"tesla_3"
217,6998,2020,815,"skåne",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,899900,"tesla_s"
218,8998,2017,525,"skåne",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699900,"tesla_x"
219,3798,2019,772,"skåne",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,849900,"tesla_s"
220,3298,2020,513,"skåne",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,519900,"tesla_3"
221,13100,2018,334,"södermanland",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,390000,"tesla_s"
222,9198,2020,259,"södermanland",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,319900,"tesla_3"
223,6906,2018,525,"uppsala",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,399900,"tesla_s"
224,3163,2022,346,"uppsala",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,589700,"tesla_y"
225,1600,2023,300,"västmanland",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,506000,"tesla_y"
226,5800,2022,513,"västmanland",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,469000,"tesla_3"
227,3451,2021,325,"stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,362900,"tesla_3"
228,5866,2021,498,"stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,402900,"tesla_3"
229,5045,2021,514,"stockholm",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489900,"tesla_y"
230,2357,2021,514,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491900,"tesla_y"
231,7740,2021,346,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,483900,"tesla_y"
232,3713,2019,441,"stockholm",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376900,"tesla_3"
233,1605,2023,204,"stockholm",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,388900,"kia_niro"
234,4550,2020,204,"stockholm",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299000,"kia_niro"
235,1100,2023,239,"skåne",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,529000,"kia_ev6"
236,934,2022,325,"skåne",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,559000,"kia_ev6"
237,4385,2020,204,"stockholm",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,298900,"kia_niro"
238,2401,2023,325,"västernorrland",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,579900,"kia_ev6"
239,777,2023,229,"kronoberg",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,625300,"kia_ev6"
240,5434,2019,204,"stockholm",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,281900,"kia_niro"
241,4394,2022,325,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501900,"kia_ev6"
242,5004,2022,218,"stockholm",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,451900,"kia_ev6"
243,3032,2022,325,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,510900,"kia_ev6"
244,7387,2019,204,"stockholm",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,258900,"kia_niro"
245,2991,2023,325,"stockholm",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519900,"kia_ev6"
246,1849,2023,325,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,558900,"kia_ev6"
247,8908,2022,325,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,476900,"kia_ev6"
248,7647,2021,204,"västra götaland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,259900,"kia_soul"
249,1570,2022,204,"södermanland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,334800,"kia_ev6"
250,11800,2015,136,"västra götaland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110000,"kia_soul"
251,5165,2022,325,"stockholm",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517900,"kia_ev6"
252,3590,2021,204,"stockholm",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,320900,"kia_niro"
253,3537,2022,325,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,534900,"kia_ev6"
254,12900,2019,204,"stockholm",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,239900,"kia_niro"
255,1650,2023,204,"skåne",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,389000,"kia_niro"
256,5000,2021,204,"skåne",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,309000,"kia_niro"
257,1400,2023,229,"skåne",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499000,"kia_ev6"
258,5848,2021,204,"västra götaland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,299000,"kia_niro"
259,1155,2024,385,"västerbotten",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,809900,"kia_ev9"
260,520,2023,585,"skåne",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,649000,"kia_ev6"
261,4033,2019,111,"västra götaland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165000,"kia_soul"
262,13237,2016,136,"östergötland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139900,"kia_soul"
263,3900,2023,204,"skåne",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,385000,"kia_niro"
264,4780,2021,204,"dalarna",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,529000,"kia_ev6"
265,800,2024,385,"skåne",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,799000,"kia_ev9"
266,2690,2021,204,"skåne",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,339000,"kia_niro"
267,5412,2021,204,"skåne",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,279900,"kia_soul"
268,2000,2023,325,"skåne",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,579000,"kia_ev6"
269,6032,2020,204,"västra götaland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,279000,"kia_niro"
270,1100,2024,385,"västra götaland",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839000,"kia_ev9"
271,6140,2020,204,"skåne",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,279000,"kia_niro"
272,1000,2024,325,"västra götaland",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,638400,"kia_ev6"
273,500,2024,385,"västra götaland",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,819000,"kia_ev9"
274,5721,2020,204,"norrbotten",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,289900,"kia_soul"
275,6036,2021,204,"örebro",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,315800,"kia_niro"
276,2925,2023,325,"västra götaland",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,569000,"kia_ev6"
277,1500,2022,177,"kalmar",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,334900,"mg_5"
278,4380,2021,289,"blekinge",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,359800,"mg_r"
279,3609,2021,143,"jönköping",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,219400,"mg_zs"
280,1127,2022,177,"västra götaland",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,309900,"mg_5"
281,3579,2020,143,"jönköping",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,219900,"mg_zs"
282,3920,2021,157,"kalmar",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299800,"mg_zs"
283,4180,2022,180,"stockholm",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,329900,"mg_r"
284,3129,2021,143,"stockholm",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209900,"mg_zs"
285,1650,2020,143,"jönköping",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,219900,"mg_zs"
286,1329,2022,289,"södermanland",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,359800,"mg_r"
287,1100,2021,157,"östergötland",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,269900,"mg_5"
288,730,2022,180,"jönköping",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,389900,"mg_marvel"
289,2190,2021,143,"blekinge",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219800,"mg_zs"
290,1766,2022,289,"kronoberg",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,389900,"mg_r"
291,2896,2022,157,"kalmar",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,334800,"mg_5"
292,500,2022,157,"södermanland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,319900,"mg_zs"
293,2716,2022,157,"kronoberg",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,294800,"mg_zs"
294,2148,2021,143,"kronoberg",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,214800,"mg_zs"
295,3694,2022,157,"kronoberg",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,294800,"mg_zs"
296,1000,2022,177,"jönköping",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,309900,"mg_5"
297,1600,2022,289,"jönköping",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,457900,"mg_r"
298,1295,2022,157,"dalarna",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,289900,"mg_zs"
299,1940,2022,180,"västmanland",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,369900,"mg_r"
300,2650,2022,177,"västra götaland",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,311750,"mg_5"
301,500,2022,157,"kalmar",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329900,"mg_5"
302,2336,2022,177,"jönköping",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,279800,"mg_5"
303,700,2023,436,"kronoberg",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,437000,"mg_4"
304,500,2022,180,"östergötland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,399900,"mg_r"
305,500,2022,177,"blekinge",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,344500,"mg_5"
306,950,2022,204,"södermanland",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,339800,"mg_4"
307,950,2022,157,"södermanland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,334800,"mg_zs"
308,2500,2022,157,"kalmar",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,339900,"mg_5"
309,950,2022,157,"södermanland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,334800,"mg_zs"
310,900,2022,157,"östergötland",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,289900,"mg_5"
311,4331,2021,191,"stockholm",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,408900,"mb_eqa"
312,7695,2020,408,"stockholm",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,473900,"mb_eqc"
313,6531,2021,191,"stockholm",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,434900,"mb_eqa"
314,1280,2022,229,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,474900,"mb_eqa"
315,4919,2020,408,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,494900,"mb_eqc"
316,1650,2022,229,"kalmar",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,549900,"mb_eqb"
317,2100,2021,408,"stockholm",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,548900,"mb_eqc"
318,3900,2023,293,"kalmar",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,659000,"mb_eqe"
319,7629,2022,191,"stockholm",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,434900,"mb_eqa"
320,1320,2023,245,"kalmar",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,659000,"mb_eqe"
321,840,2022,301,"södermanland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,499000,"ford_mustang"
322,3600,2021,301,"jönköping",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438800,"ford_mustang"
323,1525,2022,301,"jönköping",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,679800,"ford_mustang"
324,1086,2022,301,"östergötland",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499900,"ford_mustang"
325,1445,2022,301,"östergötland",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499900,"ford_mustang"
326,1097,2022,301,"östergötland",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,499900,"ford_mustang"
327,1120,2022,372,"jönköping",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499900,"ford_mustang"
328,1390,2022,301,"jönköping",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,499900,"ford_mustang"
329,780,2022,301,"jönköping",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,499900,"ford_mustang"
330,1660,2022,301,"jönköping",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499900,"ford_mustang"
331,614,2022,301,"jönköping",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499900,"ford_mustang"
332,5600,2021,372,"östergötland",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499900,"ford_mustang"
333,5421,2022,351,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,489900,"ford_mustang"
334,9335,2021,294,"stockholm",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399900,"ford_mustang"
335,1150,2022,301,"jönköping",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,524000,"ford_mustang"
336,5265,2021,372,"stockholm",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479900,"ford_mustang"
337,2180,2022,301,"jönköping",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,699900,"ford_mustang"
338,1000,2022,301,"jönköping",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,509000,"ford_mustang"
339,4459,2021,372,"södermanland",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,519800,"ford_mustang"
340,3000,2021,270,"västmanland",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,419000,"ford_mustang"
341,2547,2022,301,"jönköping",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,499900,"ford_mustang"
342,1170,2022,301,"örebro",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499900,"ford_mustang"
343,1500,2022,297,"västra götaland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,539900,"ford_mustang"
344,1600,2022,298,"västra götaland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,539900,"ford_mustang"
345,1366,2022,298,"västra götaland",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,539900,"ford_mustang"
346,1100,2023,374,"örebro",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,649800,"ford_mustang"
347,3117,2023,301,"kronoberg",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578700,"ford_mustang"
348,1809,2022,301,"jönköping",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499900,"ford_mustang"
349,1000,2022,301,"jönköping",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,599900,"ford_mustang"
350,956,2022,301,"kronoberg",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499900,"ford_mustang"
351,1220,2022,301,"jönköping",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499900,"ford_mustang"
352,3300,2022,301,"jönköping",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529700,"ford_mustang"
353,1236,2022,301,"östergötland",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,499900,"ford_mustang"
354,600,2022,372,"kalmar",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,805700,"ford_mustang"
355,2200,2022,301,"södermanland",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,770700,"ford_mustang"
356,2400,2022,301,"östergötland",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551900,"ford_mustang"
357,1244,2022,301,"jönköping",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,499900,"ford_mustang"
358,1547,2022,298,"västra götaland",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,539900,"ford_mustang"
359,1650,2022,301,"östergötland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,739900,"ford_mustang"
360,1400,2022,301,"jönköping",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,539700,"ford_mustang"
361,1485,2022,298,"västra götaland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,539900,"ford_mustang"
362,1553,2022,372,"kronoberg",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,763800,"ford_mustang"
363,2800,2022,301,"södermanland",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,774700,"ford_mustang"
364,2090,2022,301,"jönköping",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,469900,"ford_mustang"
365,5078,2018,184,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,218900,"bmw_i3s"
366,5055,2017,170,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,199700,"bmw_i3"
367,9476,2017,170,"skåne",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188900,"bmw_i3"
368,8670,2017,170,"skåne",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188900,"bmw_i3"
369,2109,2022,286,"kronoberg",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,639800,"bmw_ix3"
370,9403,2019,184,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,221900,"bmw_i3s"
371,4427,2019,170,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219900,"bmw_i3"
372,3077,2020,170,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217900,"bmw_i3"
373,6544,2019,184,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,221900,"bmw_i3s"
374,2834,2020,170,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219900,"bmw_i3"
